CustomerKey,FirstName,LastName,Gender,EmailAddress,BirthDate,AnnualIncome,EducationLevel,HomeOwner,MaritalStatus,Occupation,Prefix,TotalChildren
13258,ANNE,DOMINGUEZ,F,anne14@adventure-works.com,1957-03-03 00:00:00,130000,Partial College,Y,M,Professional,MRS.,2
13259,ALLEN,GARCIA,M,allen13@adventure-works.com,1957-11-07 00:00:00,130000,Partial College,N,M,Professional,MR.,2
13261,LINDSEY,ANDERSEN,F,lindsey14@adventure-works.com,1957-04-05 00:00:00,130000,Partial College,N,M,Professional,MRS.,3
13262,JAIME,NARA,M,jaime39@adventure-works.com,1957-10-21 00:00:00,150000,High School,Y,M,Professional,MR.,2
13263,KATE,ANAND,F,kate19@adventure-works.com,1956-04-24 00:00:00,110000,Partial College,Y,S,Professional,MRS.,2
13264,MELANIE,SANCHEZ,F,melanie47@adventure-works.com,1956-05-23 00:00:00,120000,High School,Y,M,Professional,MRS.,3
13265,LUKE,ADAMS,M,luke46@adventure-works.com,1956-01-22 00:00:00,120000,High School,Y,S,Professional,MR.,3
13266,SAMUEL,WANG,M,samuel23@adventure-works.com,1956-07-14 00:00:00,70000,Partial College,N,M,Professional,MR.,3
13267,MATTHEW,MOORE,M,matthew13@adventure-works.com,1932-03-05 00:00:00,30000,High School,N,M,Professional,MR.,4
13268,KATHERINE,PARKER,F,katherine56@adventure-works.com,1932-07-24 00:00:00,40000,Partial College,N,M,Professional,MRS.,3
13269,RACHEL,MARTIN,F,rachel17@adventure-works.com,1932-03-08 00:00:00,50000,Graduate Degree,N,S,Management,MRS.,2
13270,MASON,BAKER,M,mason28@adventure-works.com,1933-10-27 00:00:00,50000,Graduate Degree,Y,S,Management,MR.,2
13271,RYAN,ANDERSON,M,ryan49@adventure-works.com,1933-12-20 00:00:00,50000,Graduate Degree,Y,M,Management,MR.,2
13272,JORDAN,GONZALEZ,F,jordan37@adventure-works.com,1933-04-14 00:00:00,90000,Graduate Degree,Y,S,Management,MRS.,3
13273,ELIZABETH,LEE,F,elizabeth26@adventure-works.com,1933-02-01 00:00:00,110000,Graduate Degree,Y,S,Management,MRS.,1
13274,JOSHUA,LEE,M,joshua24@adventure-works.com,1965-04-03 00:00:00,90000,Partial College,Y,S,Professional,MR.,4
13275,CARLOS,MURPHY,M,carlos17@adventure-works.com,1965-08-27 00:00:00,100000,Bachelors,Y,M,Management,MR.,3
13276,SARAH,JOHNSON,F,sarah3@adventure-works.com,1965-03-20 00:00:00,100000,Bachelors,Y,M,Management,MRS.,3
13277,NATHAN,BROWN,M,nathan62@adventure-works.com,1965-08-25 00:00:00,100000,Partial College,Y,S,Professional,MR.,4
13278,JORGE,HU,M,jorge23@adventure-works.com,1965-11-09 00:00:00,110000,Bachelors,Y,S,Management,MR.,2
13279,RACHEL,HOWARD,F,rachel40@adventure-works.com,1965-11-02 00:00:00,130000,Graduate Degree,Y,M,Management,MRS.,1
13280,BAILEY,ADAMS,F,bailey35@adventure-works.com,1964-08-19 00:00:00,90000,Partial College,Y,M,Professional,MRS.,5
13281,BRENT,LI,M,brent3@adventure-works.com,1964-05-17 00:00:00,110000,Bachelors,Y,M,Management,MR.,4
13282,MADISON,PRICE,F,madison35@adventure-works.com,1964-06-14 00:00:00,120000,Partial College,Y,M,Professional,MRS.,4
13283,DAKOTA,GRIFFIN,M,dakota17@adventure-works.com,1956-12-20 00:00:00,80000,Partial College,N,M,Professional,MR.,3
13284,VICTORIA,BUTLER,F,victoria61@adventure-works.com,1956-08-10 00:00:00,80000,Partial College,N,M,Professional,MRS.,3
13285,KARA,CHAVEZ,F,kara13@adventure-works.com,1963-06-10 00:00:00,80000,Partial College,Y,M,Professional,MRS.,4
13286,HANNAH,RODRIGUEZ,F,hannah18@adventure-works.com,1963-10-10 00:00:00,90000,Partial College,N,S,Professional,MS.,0
13287,BRANDON,RODRIGUEZ,M,brandon50@adventure-works.com,1963-09-03 00:00:00,110000,Bachelors,Y,S,Management,MR.,4
13288,JACKSON,LOPEZ,M,jackson42@adventure-works.com,1963-09-20 00:00:00,120000,Partial College,Y,M,Professional,MR.,4
13289,ALEXANDRIA,COLEMAN,F,alexandria6@adventure-works.com,1962-02-26 00:00:00,70000,Partial College,Y,M,Professional,MRS.,5
13290,JORDAN,CAMPBELL,M,jordan61@adventure-works.com,1962-07-02 00:00:00,80000,Partial College,Y,M,Professional,MR.,5
13291,NINA,XU,F,nina5@adventure-works.com,1962-02-25 00:00:00,80000,Partial College,Y,M,Professional,MRS.,5
13292,PAULA,CARLSON,F,paula20@adventure-works.com,1962-08-12 00:00:00,90000,Partial College,Y,S,Professional,MRS.,5
13293,BARBARA,LU,F,barbara21@adventure-works.com,1962-07-13 00:00:00,110000,Bachelors,Y,M,Management,MRS.,1
13294,CASSIDY,HUGHES,F,cassidy12@adventure-works.com,1961-06-11 00:00:00,80000,Partial College,Y,M,Professional,MRS.,5
13295,JASMINE,JACKSON,F,jasmine10@adventure-works.com,1961-10-23 00:00:00,90000,High School,Y,M,Professional,MRS.,4
13296,SETH,ANDERSON,M,seth10@adventure-works.com,1961-05-21 00:00:00,110000,Bachelors,Y,M,Management,MR.,1
13297,ARTHUR,RUBIO,M,arthur43@adventure-works.com,1961-06-22 00:00:00,110000,Partial College,Y,M,Professional,MR.,1
13298,ANNA,HARRIS,F,anna51@adventure-works.com,1961-07-27 00:00:00,130000,Bachelors,N,M,Management,MRS.,1
13299,VANESSA,ROSS,F,vanessa4@adventure-works.com,1961-10-15 00:00:00,130000,Bachelors,Y,M,Management,MRS.,1
13300,TIMOTHY,HERNANDEZ,M,timothy44@adventure-works.com,1955-09-07 00:00:00,60000,High School,N,M,Professional,MR.,2
13301,ANGELA,STEWART,F,angela48@adventure-works.com,1955-02-03 00:00:00,60000,High School,Y,S,Professional,MRS.,2
13302,COLE,TORRES,M,cole6@adventure-works.com,1955-08-18 00:00:00,60000,High School,Y,S,Professional,MR.,2
13303,JONATHAN,MARTINEZ,M,jonathan71@adventure-works.com,1955-10-04 00:00:00,70000,High School,Y,M,Professional,MR.,4
13304,SARA,PETERSON,F,sara5@adventure-works.com,1955-12-26 00:00:00,70000,High School,Y,S,Professional,MRS.,4
13305,OSCAR,ALEXANDER,M,oscar5@adventure-works.com,1955-03-25 00:00:00,70000,High School,Y,M,Professional,MR.,4
13306,KAITLYN,COX,F,kaitlyn57@adventure-works.com,1955-11-28 00:00:00,70000,High School,N,M,Professional,MRS.,4
13307,MICHELLE,STONE,F,michelle23@adventure-works.com,1935-05-13 00:00:00,100000,Graduate Degree,Y,M,Management,MRS.,2
13308,KAITLYN,KING,F,kaitlyn17@adventure-works.com,1936-03-18 00:00:00,60000,Graduate Degree,Y,M,Management,MRS.,2
13309,ANGELA,SANDERS,F,angela29@adventure-works.com,1936-05-21 00:00:00,90000,Bachelors,Y,M,Management,MRS.,4
13310,MIGUEL,BARNES,M,miguel49@adventure-works.com,1960-11-18 00:00:00,100000,Partial College,Y,M,Professional,MR.,0
13311,ISABELLA,REED,F,isabella85@adventure-works.com,1960-03-26 00:00:00,100000,Partial College,Y,M,Professional,MS.,0
13312,NATALIE,JENKINS,F,natalie29@adventure-works.com,1960-05-20 00:00:00,110000,Partial College,Y,M,Professional,MRS.,3
13313,MEGAN,STONE,F,megan64@adventure-works.com,1960-09-10 00:00:00,120000,High School,N,M,Professional,MRS.,1
13314,JORDAN,HERNANDEZ,M,jordan71@adventure-works.com,1960-08-03 00:00:00,120000,High School,Y,M,Professional,MR.,1
13315,LUCAS,THOMAS,M,lucas24@adventure-works.com,1954-04-03 00:00:00,80000,Partial High School,Y,M,Skilled Manual,MR.,2
13316,ANGEL,RIVERA,M,angel16@adventure-works.com,1954-04-17 00:00:00,80000,Partial High School,Y,M,Skilled Manual,MR.,3
13317,JEREMIAH,LONG,M,jeremiah30@adventure-works.com,1954-09-09 00:00:00,60000,High School,Y,S,Professional,MR.,2
13318,AMBER,PEREZ,F,amber12@adventure-works.com,1954-02-25 00:00:00,60000,Partial High School,Y,M,Skilled Manual,MRS.,2
13319,CHARLES,HOWARD,M,charles60@adventure-works.com,1954-03-02 00:00:00,70000,High School,Y,S,Professional,MR.,3
13320,JASMINE,JONES,F,jasmine3@adventure-works.com,1953-05-18 00:00:00,70000,Graduate Degree,N,S,Management,MRS.,3
13321,ARIANNA,BARNES,F,arianna3@adventure-works.com,1953-10-19 00:00:00,70000,Graduate Degree,N,S,Management,MRS.,3
13322,ELIZABETH,PATTERSON,F,elizabeth40@adventure-works.com,1953-05-22 00:00:00,70000,Graduate Degree,Y,S,Management,MRS.,3
13323,ADAM,ADAMS,M,adam46@adventure-works.com,1953-03-22 00:00:00,70000,Graduate Degree,N,M,Management,MR.,3
13324,FLORIAN,STILLER,F,florian1@adventure-works.com,1937-09-20 00:00:00,130000,Bachelors,Y,M,Management,MRS.,2
13325,MARCUS,WRIGHT,M,marcus30@adventure-works.com,1938-01-04 00:00:00,90000,Bachelors,N,M,Management,MR.,5
13326,BOB,FERNANDEZ,M,bob8@adventure-works.com,1938-08-16 00:00:00,130000,Bachelors,N,M,Management,MR.,2
13327,ISABELLE,RUSSELL,F,isabelle18@adventure-works.com,1938-07-11 00:00:00,170000,Graduate Degree,Y,M,Management,MRS.,1
13328,ALBERT,SERRANO,M,albert16@adventure-works.com,1939-07-17 00:00:00,80000,Graduate Degree,Y,S,Management,MR.,4
13329,JAKE,WANG,M,jake1@adventure-works.com,1939-03-05 00:00:00,90000,Bachelors,Y,M,Management,MR.,5
13330,MARIA,PATTERSON,F,maria33@adventure-works.com,1939-11-02 00:00:00,100000,Graduate Degree,Y,M,Management,MRS.,2
13331,LAUREN,DIAZ,F,lauren68@adventure-works.com,1939-11-22 00:00:00,130000,Bachelors,Y,M,Management,MRS.,2
13332,NEIL,ALONSO,M,neil7@adventure-works.com,1940-10-03 00:00:00,90000,Bachelors,Y,M,Management,MR.,5
13333,TARA,CHANDER,F,tara16@adventure-works.com,1940-02-13 00:00:00,90000,Bachelors,N,M,Management,MRS.,5
13334,MELANIE,RIVERA,F,melanie42@adventure-works.com,1940-04-20 00:00:00,90000,Bachelors,Y,M,Management,MRS.,5
13335,ALYSSA,BARNES,F,alyssa49@adventure-works.com,1940-02-21 00:00:00,90000,Bachelors,Y,S,Management,MRS.,5
13336,DEANNA,GILL,F,deanna40@adventure-works.com,1940-10-21 00:00:00,100000,Graduate Degree,Y,M,Management,MRS.,2
13337,LAUREN,COX,F,lauren11@adventure-works.com,1942-05-09 00:00:00,80000,Bachelors,Y,M,Management,MRS.,5
13338,JADA,CARTER,F,jada22@adventure-works.com,1942-08-12 00:00:00,90000,Bachelors,Y,S,Management,MRS.,5
13339,NICOLE,CLARK,F,nicole19@adventure-works.com,1942-01-19 00:00:00,90000,Bachelors,Y,S,Management,MRS.,5
13340,NATALIE,EDWARDS,F,natalie45@adventure-works.com,1942-05-03 00:00:00,90000,Bachelors,Y,M,Management,MRS.,5
13341,LUCAS,KING,M,lucas42@adventure-works.com,1942-09-15 00:00:00,90000,Bachelors,Y,M,Management,MR.,5
13342,BRANDON,JACKSON,M,brandon32@adventure-works.com,1942-06-17 00:00:00,90000,Bachelors,Y,S,Management,MR.,5
13343,MELANIE,BRADLEY,F,melanie16@adventure-works.com,1942-09-25 00:00:00,90000,Bachelors,Y,M,Management,MRS.,5
13344,CAITLIN,REED,F,caitlin18@adventure-works.com,1942-09-11 00:00:00,110000,Bachelors,Y,M,Management,MRS.,2
13345,DALTON,BUTLER,M,dalton60@adventure-works.com,1942-03-02 00:00:00,130000,Bachelors,Y,M,Management,MR.,2
13346,GREGORY,CHANDE,M,gregory18@adventure-works.com,1943-05-26 00:00:00,110000,Bachelors,Y,S,Management,MR.,2
13347,RACHEL,HALL,F,rachel27@adventure-works.com,1943-01-02 00:00:00,120000,Bachelors,Y,M,Management,MRS.,2
13348,NOAH,YOUNG,M,noah44@adventure-works.com,1943-02-19 00:00:00,130000,Bachelors,Y,M,Management,MR.,2
13349,KAITLYN,GONZALEZ,F,kaitlyn15@adventure-works.com,1943-10-06 00:00:00,130000,Bachelors,Y,M,Management,MRS.,2
13350,ISAAC,SANDBERG,M,isaac3@adventure-works.com,1943-09-03 00:00:00,170000,Graduate Degree,N,M,Management,MR.,2
13351,MARIAH,COX,F,mariah35@adventure-works.com,1944-04-27 00:00:00,70000,Bachelors,Y,S,Management,MRS.,4
13352,JOSEPH,DAVIS,M,joseph11@adventure-works.com,1944-03-06 00:00:00,70000,Bachelors,Y,S,Management,MR.,4
13353,JORDYN,COLEMAN,F,jordyn5@adventure-works.com,1944-09-25 00:00:00,60000,Graduate Degree,Y,S,Management,MRS.,4
13354,ERIC,CAMPBELL,M,eric49@adventure-works.com,1944-11-11 00:00:00,70000,Bachelors,Y,M,Management,MR.,5
13355,JACKSON,JAI,M,jackson5@adventure-works.com,1944-09-24 00:00:00,70000,Bachelors,Y,M,Management,MR.,5
13356,STEFANIE,PRASAD,F,stefanie6@adventure-works.com,1945-05-07 00:00:00,60000,Bachelors,Y,M,Management,MRS.,4
13357,BLAKE,GONZALES,M,blake65@adventure-works.com,1945-09-27 00:00:00,60000,Bachelors,Y,S,Management,MR.,4
13358,ALEXANDRA,EDWARDS,F,alexandra45@adventure-works.com,1945-06-15 00:00:00,60000,Bachelors,Y,M,Management,MRS.,4
13359,IAN,WOOD,M,ian42@adventure-works.com,1945-09-02 00:00:00,60000,Bachelors,Y,M,Management,MR.,4
13360,JADA,COOK,F,jada13@adventure-works.com,1946-01-03 00:00:00,60000,Bachelors,Y,M,Management,MRS.,5
13361,CAMERON,JAI,M,cameron28@adventure-works.com,1946-09-01 00:00:00,60000,Bachelors,Y,M,Management,MR.,5
13362,DESTINY,MORGAN,F,destiny29@adventure-works.com,1946-02-12 00:00:00,60000,Bachelors,Y,S,Management,MRS.,5
13363,SYDNEY,ALLEN,F,sydney88@adventure-works.com,1946-06-16 00:00:00,70000,Bachelors,Y,M,Management,MRS.,3
13364,NATALIE,ANDERSON,F,natalie77@adventure-works.com,1946-10-03 00:00:00,70000,Bachelors,Y,S,Management,MRS.,4
13365,LUKE,SHAN,M,luke20@adventure-works.com,1946-09-25 00:00:00,70000,Bachelors,Y,M,Management,MR.,4
13366,AUSTIN,DAVIS,M,austin44@adventure-works.com,1946-05-10 00:00:00,70000,Bachelors,Y,M,Management,MR.,4
13367,SAVANNAH,EDWARDS,F,savannah22@adventure-works.com,1947-04-14 00:00:00,70000,Bachelors,Y,M,Management,MRS.,4
13368,KYLE,HENDERSON,M,kyle1@adventure-works.com,1947-12-26 00:00:00,70000,Bachelors,N,M,Management,MR.,4
13369,MARIAH,HENDERSON,F,mariah9@adventure-works.com,1947-08-17 00:00:00,80000,Bachelors,Y,M,Management,MRS.,5
13370,BLAKE,ROSS,M,blake51@adventure-works.com,1948-03-22 00:00:00,60000,Partial College,Y,M,Professional,MR.,2
13371,SYDNEY,GONZALES,F,sydney39@adventure-works.com,1948-11-20 00:00:00,60000,Partial College,Y,S,Professional,MRS.,2
13372,ISAAC,EDWARDS,M,isaac24@adventure-works.com,1948-11-28 00:00:00,60000,Partial College,Y,M,Professional,MR.,2
13373,MICHELLE,MURPHY,F,michelle15@adventure-works.com,1948-03-04 00:00:00,60000,Partial College,Y,S,Professional,MRS.,2
13374,MARCO,MARTINEZ,M,marco18@adventure-works.com,1948-05-20 00:00:00,60000,Partial College,N,M,Professional,MR.,2
13375,JASON,KUMAR,M,jason26@adventure-works.com,1948-04-11 00:00:00,60000,Partial College,Y,M,Professional,MR.,2
13376,JERRY,RAI,M,jerry19@adventure-works.com,1948-09-03 00:00:00,60000,Partial College,Y,M,Professional,MR.,2
13377,THOMAS,HERNANDEZ,M,thomas54@adventure-works.com,1948-03-16 00:00:00,70000,Bachelors,Y,M,Management,MR.,4
13379,BAILEY,MORRIS,F,bailey16@adventure-works.com,1949-05-14 00:00:00,60000,Partial College,Y,S,Professional,MRS.,2
13380,KATHERINE,SCOTT,F,katherine61@adventure-works.com,1949-10-25 00:00:00,60000,Bachelors,N,M,Management,MRS.,2
13381,VANESSA,JENKINS,F,vanessa7@adventure-works.com,1949-03-22 00:00:00,60000,Bachelors,Y,M,Management,MRS.,2
13382,RICHARD,ROGERS,M,richard100@adventure-works.com,1949-02-04 00:00:00,70000,Partial College,Y,M,Professional,MR.,5
13383,NATALIE,WRIGHT,F,natalie63@adventure-works.com,1950-10-03 00:00:00,60000,Partial College,Y,S,Professional,MRS.,2
13384,MARIO,ASHE,M,mario21@adventure-works.com,1950-10-25 00:00:00,60000,Partial College,Y,S,Professional,MR.,2
13385,DANIELLE,COOK,F,danielle24@adventure-works.com,1950-11-27 00:00:00,60000,Partial College,Y,S,Professional,MRS.,2
13386,SAMUEL,PATTERSON,M,samuel9@adventure-works.com,1950-01-26 00:00:00,60000,Partial College,N,M,Professional,MR.,2
13387,MIRANDA,JENKINS,F,miranda7@adventure-works.com,1950-03-21 00:00:00,60000,Partial College,Y,M,Professional,MRS.,2
13388,MARSHALL,SHEN,M,marshall23@adventure-works.com,1950-06-13 00:00:00,60000,Partial College,Y,S,Professional,MR.,2
13389,MADISON,THOMAS,F,madison11@adventure-works.com,1950-11-20 00:00:00,70000,Partial College,N,M,Professional,MRS.,4
13390,JULIA,COLLINS,F,julia4@adventure-works.com,1950-05-26 00:00:00,70000,Partial College,N,M,Professional,MRS.,4
13391,BRENDA,MALHOTRA,F,brenda8@adventure-works.com,1951-02-27 00:00:00,40000,Partial High School,Y,M,Skilled Manual,MRS.,2
13392,HUNTER,PARKER,M,hunter28@adventure-works.com,1951-05-03 00:00:00,70000,High School,Y,M,Professional,MR.,2
13393,WILLIE,KUMAR,M,willie27@adventure-works.com,1951-04-18 00:00:00,70000,High School,Y,M,Professional,MR.,2
13394,MATTHEW,CLARK,M,matthew24@adventure-works.com,1951-03-15 00:00:00,70000,High School,Y,S,Professional,MR.,2
13395,GABRIEL,LI,M,gabriel23@adventure-works.com,1951-07-15 00:00:00,70000,High School,Y,M,Professional,MR.,2
13396,DAVID,KUMAR,M,david60@adventure-works.com,1951-06-27 00:00:00,70000,High School,Y,M,Professional,MR.,2
13397,ADAM,MITCHELL,M,adam41@adventure-works.com,1951-04-08 00:00:00,60000,Partial College,Y,M,Professional,MR.,2
13399,EDWARD,YOUNG,M,edward47@adventure-works.com,1951-03-21 00:00:00,60000,Partial College,N,M,Professional,MR.,2
13400,JULIA,THOMAS,F,julia33@adventure-works.com,1951-08-12 00:00:00,60000,Partial College,N,M,Professional,MRS.,2
13401,ERIN,BRADLEY,F,erin18@adventure-works.com,1952-02-22 00:00:00,60000,High School,Y,S,Professional,MRS.,3
13402,GABRIEL,TURNER,M,gabriel35@adventure-works.com,1952-03-28 00:00:00,60000,High School,N,M,Professional,MR.,3
13403,JENNIFER,JACKSON,F,jennifer40@adventure-works.com,1952-05-02 00:00:00,70000,Partial College,Y,S,Professional,MRS.,5
13404,KELVIN,YANG,M,kelvin24@adventure-works.com,1958-09-13 00:00:00,130000,Partial College,Y,M,Professional,MR.,2
13405,ETHAN,BRYANT,M,ethan14@adventure-works.com,1957-10-05 00:00:00,110000,Partial College,Y,M,Professional,MR.,2
13406,CRAIG,JIMÉNEZ,M,craig6@adventure-works.com,1957-01-05 00:00:00,130000,Partial College,Y,M,Professional,MR.,2
13407,CASSANDRA,RANA,F,cassandra12@adventure-works.com,1957-10-07 00:00:00,150000,High School,N,S,Professional,MRS.,2
13409,CORY,FERNANDEZ,M,cory14@adventure-works.com,1955-03-26 00:00:00,110000,Partial College,Y,M,Professional,MR.,3
13410,JILLIAN,MADAN,F,jillian8@adventure-works.com,1955-11-19 00:00:00,110000,Partial College,Y,M,Professional,MRS.,3
13411,JACQUELYN,BLANCO,F,jacquelyn16@adventure-works.com,1955-07-03 00:00:00,130000,Partial College,N,M,Professional,MRS.,3
13412,RAFAEL,ZHAO,M,rafael11@adventure-works.com,1955-10-14 00:00:00,130000,Partial College,Y,M,Professional,MR.,3
13413,FERNANDO,PHILLIPS,M,fernando39@adventure-works.com,1932-11-18 00:00:00,60000,Graduate Degree,Y,M,Management,MR.,2
13414,MIGUEL,WILSON,M,miguel6@adventure-works.com,1933-07-01 00:00:00,80000,Graduate Degree,Y,M,Management,MR.,3
13415,MARCUS,ROGERS,M,marcus94@adventure-works.com,1933-04-06 00:00:00,100000,Graduate Degree,Y,S,Management,MR.,1
13416,RICHARD,ROBERTS,M,richard32@adventure-works.com,1933-11-20 00:00:00,110000,Graduate Degree,N,S,Management,MR.,1
13417,IAN,COX,M,ian77@adventure-works.com,1933-03-10 00:00:00,110000,Graduate Degree,Y,M,Management,MR.,1
13418,DEVIN,COX,M,devin78@adventure-works.com,1965-06-03 00:00:00,90000,Partial College,Y,M,Professional,MR.,4
13419,LAUREN,COLEMAN,F,lauren53@adventure-works.com,1965-06-23 00:00:00,90000,Partial College,Y,M,Professional,MRS.,5
13420,JORDAN,TURNER,F,jordan33@adventure-works.com,1965-08-02 00:00:00,120000,Bachelors,Y,M,Management,MRS.,3
13422,JACQUELINE,WASHINGTON,F,jacqueline14@adventure-works.com,1965-09-17 00:00:00,160000,Graduate Degree,N,S,Management,MS.,0
13423,ALEX,PETERSON,M,alex8@adventure-works.com,1964-03-06 00:00:00,80000,Bachelors,Y,S,Management,MR.,4
13424,JASMINE,THOMAS,F,jasmine9@adventure-works.com,1964-09-20 00:00:00,90000,Partial College,Y,M,Professional,MRS.,5
13425,JOSE,GARCIA,M,jose78@adventure-works.com,1964-07-06 00:00:00,90000,Partial College,Y,M,Professional,MR.,5
13426,TAYLOR,WILLIAMS,F,taylor49@adventure-works.com,1964-06-12 00:00:00,110000,Bachelors,Y,S,Management,MRS.,3
13428,MARCUS,RAMIREZ,M,marcus82@adventure-works.com,1964-12-10 00:00:00,130000,Bachelors,Y,M,Management,MR.,3
13429,GABRIELLE,WASHINGTON,F,gabrielle35@adventure-works.com,1964-02-04 00:00:00,150000,Bachelors,Y,M,Management,MRS.,2
13430,EDWARD,GRIFFIN,M,edward69@adventure-works.com,1964-05-14 00:00:00,150000,Bachelors,Y,M,Management,MR.,2
13431,BRYAN,JAMES,M,bryan4@adventure-works.com,1956-08-03 00:00:00,70000,Partial College,Y,M,Professional,MR.,3
13432,DALTON,WOOD,M,dalton47@adventure-works.com,1956-06-21 00:00:00,80000,Partial College,Y,S,Professional,MR.,3
13433,JESSIE,VAZQUEZ,F,jessie33@adventure-works.com,1956-03-11 00:00:00,90000,Partial College,Y,S,Professional,MRS.,2
13434,KAITLYN,WRIGHT,F,kaitlyn18@adventure-works.com,1934-12-05 00:00:00,50000,Graduate Degree,Y,S,Management,MRS.,2
13435,TRACY,PAL,F,tracy11@adventure-works.com,1934-09-17 00:00:00,70000,Graduate Degree,Y,M,Management,MRS.,4
13436,GAIL,GRIFFIN,F,gail7@adventure-works.com,1963-01-04 00:00:00,90000,Partial College,Y,S,Professional,MS.,0
13437,ETHAN,FLORES,M,ethan9@adventure-works.com,1963-08-26 00:00:00,90000,Partial College,Y,M,Professional,MR.,0
13438,CHLOE,GRIFFIN,F,chloe86@adventure-works.com,1963-10-23 00:00:00,90000,Partial College,N,S,Professional,MS.,0
13439,ARTURO,LIN,M,arturo8@adventure-works.com,1963-03-16 00:00:00,110000,Bachelors,Y,M,Management,MR.,4
13440,SYDNEY,MILLER,F,sydney70@adventure-works.com,1962-02-18 00:00:00,80000,Partial College,Y,S,Professional,MRS.,5
13441,OMAR,ZHANG,M,omar0@adventure-works.com,1962-05-14 00:00:00,90000,Partial College,Y,M,Professional,MR.,5
13442,PAULA,VAZQUEZ,F,paula17@adventure-works.com,1962-09-01 00:00:00,90000,Partial College,N,S,Professional,MRS.,5
13443,JASMINE,WHITE,F,jasmine11@adventure-works.com,1962-07-10 00:00:00,100000,Partial College,Y,M,Professional,MRS.,1
13444,ABBY,LOPEZ,F,abby14@adventure-works.com,1962-05-05 00:00:00,110000,Bachelors,N,S,Management,MRS.,1
13445,LOGAN,DAVIS,M,logan55@adventure-works.com,1962-08-04 00:00:00,120000,Partial College,N,M,Professional,MR.,1
13446,KATELYN,SCOTT,F,katelyn37@adventure-works.com,1962-04-09 00:00:00,120000,Partial College,Y,S,Professional,MRS.,1
13447,DESTINY,COX,F,destiny36@adventure-works.com,1962-05-04 00:00:00,130000,Bachelors,Y,M,Management,MRS.,1
13448,CATHERINE,WARD,NA,catherine11@adventure-works.com,1962-07-13 00:00:00,130000,Bachelors,Y,M,Management,"",1
13449,JEROME,DIAZ,M,jerome3@adventure-works.com,1961-06-18 00:00:00,80000,Partial College,Y,S,Professional,MR.,5
13450,VICTORIA,JONES,F,victoria4@adventure-works.com,1961-07-18 00:00:00,90000,High School,Y,S,Professional,MRS.,4
13451,ROBIN,BROWNING,F,robin12@adventure-works.com,1961-06-27 00:00:00,110000,Partial College,N,M,Professional,MRS.,1
13452,KAITLYN,EVANS,F,kaitlyn0@adventure-works.com,1961-03-13 00:00:00,130000,Bachelors,Y,M,Management,MRS.,1
13453,AMANDA,HOWARD,F,amanda11@adventure-works.com,1961-05-11 00:00:00,130000,Bachelors,Y,M,Management,MRS.,1
13454,BENJAMIN,GRIFFIN,M,benjamin22@adventure-works.com,1961-02-17 00:00:00,130000,Bachelors,Y,M,Management,MR.,1
13455,KAITLYN,BRYANT,F,kaitlyn85@adventure-works.com,1961-08-10 00:00:00,130000,Bachelors,Y,M,Management,MRS.,3
13456,SYDNEY,HERNANDEZ,F,sydney59@adventure-works.com,1955-07-24 00:00:00,80000,Partial High School,Y,S,Skilled Manual,MRS.,2
13457,ERIC,HENDERSON,M,eric13@adventure-works.com,1955-02-05 00:00:00,60000,High School,N,M,Professional,MR.,2
13459,DEVIN,FOSTER,M,devin54@adventure-works.com,1955-07-17 00:00:00,60000,High School,N,M,Professional,MR.,2
13460,JASMINE,WALKER,F,jasmine20@adventure-works.com,1954-09-21 00:00:00,80000,Partial High School,N,S,Skilled Manual,MRS.,2
13461,ANTHONY,JONES,M,anthony12@adventure-works.com,1935-03-02 00:00:00,130000,Graduate Degree,N,S,Management,MR.,2
13462,JAY,SARA,M,jay17@adventure-works.com,1936-11-10 00:00:00,50000,Graduate Degree,Y,S,Management,MR.,2
13463,TAMMY,SARA,F,tammy11@adventure-works.com,1936-08-04 00:00:00,60000,Graduate Degree,Y,M,Management,MRS.,2
13464,MARTHA,HU,F,martha20@adventure-works.com,1936-11-08 00:00:00,70000,Graduate Degree,Y,M,Management,MRS.,4
13465,SYDNEY,CAMPBELL,F,sydney49@adventure-works.com,1936-01-05 00:00:00,100000,Graduate Degree,Y,M,Management,MRS.,2
13466,BRYCE,JAMES,M,bryce0@adventure-works.com,1960-06-20 00:00:00,80000,Partial College,Y,M,Professional,MR.,5
13467,KRISTOPHER,MARTINEZ,M,kristopher16@adventure-works.com,1960-07-05 00:00:00,90000,High School,N,S,Professional,MR.,4
13468,MARIAH,SANDERS,F,mariah3@adventure-works.com,1960-09-02 00:00:00,100000,Partial College,Y,S,Professional,MRS.,3
13469,BRYCE,BAILEY,M,bryce15@adventure-works.com,1960-10-10 00:00:00,100000,Partial College,Y,S,Professional,MR.,0
13470,JACLYN,JAI,F,jaclyn35@adventure-works.com,1960-12-17 00:00:00,100000,Partial College,Y,S,Professional,MS.,0
13471,ERIC,BRYANT,M,eric25@adventure-works.com,1960-04-02 00:00:00,120000,High School,Y,M,Professional,MR.,1
13472,SIMON,PEARSON,M,simon3@adventure-works.com,1954-08-11 00:00:00,80000,Partial High School,Y,M,Skilled Manual,MR.,2
13473,LOGAN,HILL,M,logan39@adventure-works.com,1954-03-05 00:00:00,80000,Partial High School,N,M,Skilled Manual,MR.,3
